We do not believe that we should c her ry - p ick ||| Wir glau ben nicht , daß wir nur R os in en heraus p ick en sollten
C an I inv ite Mr E ll es not to put the car t before the h or se ||| Herrn E ll es möchte ich davon ab ra ten, das P fer d beim Sch w anz e auf zu z ä umen
Y es, a lot of things were lo st by the Social ists but they have not been w on in pl en ary yet , and may I w arn him that may not be the case tomorrow ||| Die Sozial dem okra ten haben in vielen D ingen verl or en, jedoch ist noch nicht alles vor dem Plen um gew on n en, und ich möchte ihm zu be denken geben, daß dies morgen nicht un beding t ein t reffen muß
I should like to thank Commissioner K in n ock for all his efforts so far ||| Ich möchte Kommissionsmitglie d K inn ock für seine bisher igen Bem üh ungen dan ken
He has been clear that his commitment has been to produ ce a r ad ical change ||| Er hat sich eindeutig dazu bekannt , einen r ad ik alen W echs el her bei führ en zu wollen
C entral to this is the attemp t to produ ce and en g ender responsibility ||| Im Mittel punkt seiner Bem üh ungen steht sein Ver such , Verantwort ungs ge fü hl zu w eck en
It is clear that this needs to be develop ed at all level s and it needs to recogn ise the needs of each level within the Commission ||| Es ist klar , daß dies auf allen Eben en entwick elt werden muß, und es muß erk annt werden, daß dies auf Eben en der Kommission erforder lich ist
It is clear that we need to see a change in the Fin an cial Reg ul ation ||| Wir brauchen ganz klar eine erneu er te Haushalts ordnung
That is important ||| Das ist wichtig
We need to st op people pass ing the bu ck from one to another ||| Die L eute müssen auf h ör en, sich gegen s ei tig den Sch war zen P et er zu zu schie ben
Wh ere fail ure is occ urr ing within the Commission we need to hold people responsible ||| D or t, wo in der Kommission F eh ler gemacht werden, müssen auch die dafür Verantwort lichen aus gem acht werden
We need to be ass ure d that cons ist ent under - per f orm ance must lead to dis m is s al ||| Wir mö chten die Zus icher ung er halten, daß st änd ige M inder leist ung zur Auf k ünd igung des Beschäftigungs vert rag s führen muß
This is nat ural else wh ere but it seems to be an extremely r ad ical sugg es tion when it is put to the Commission ||| Über all s on st ist das g ang und g ä be , aber so b ald es der Kommission vor gelegt wird, sch eint es ein äußerst r ad ik al es Ans innen zu sein
We cannot continue with a situation where inc om pe t ence, m ism an age ment and fraud are c os ting the European tax p ay ers money and provid ing them with a po or service ||| Wir dürfen nicht l äng er zu lass en, daß der europäische Steuer zahl er für In k omp e ten z , Miß wirtschaft und Bet ru g auf komm t und wir ihn mit schl ech ten L eist ungen ab sp ei sen
I will give you one example of this. In the 1998 Court of A ud it ors report an exchange r ate mis c al cul ation in relation to It al ian w ine cost the tax p ay ers of Europe G B P 8 to 1 0 million ||| Ich möchte Ihnen ein Beispiel geben : Im Jahres ber icht 199 8 des Rech nungs hof es wird darauf ver wie sen, daß eine f al sche Ber ech nung des W echs el k urs es bei i t alien isch em W ein den europäischen Steuer zahl er 8 - 1 0 M io . G B P ko ste te
It is clear that is not accept able ||| Es ist klar , daß das nicht h ingen ommen werden darf
What happen ed to the person who was responsible for that mis c al cul ation ? ||| Was ge scha h mit der Person , die für diesen Rech en f eh ler ver antwort lich z eich ne te ?
We need a system which provid es inc en tives and prom o tion and we need to see this prom o tion based on m er it ||| Wir brauchen ein System , das auf An rei z und Bef örderung ber u ht und in dem Bef örder ungen nach der L eist ung er fol gen
We recogn ise that most of the official s within the Commission are extremely hard - work ing ||| Wir er ken nen zu gleich an, daß die Mehrheit der Bed ien ste ten der Kommission außer orden tlich f lei ß ig a r bei tet
But we also recogn ise that some of the prac tic es are out d ated ||| All er dings sehen wir auch , daß bestimmte Ver fahr ens weisen über hol t sind
We look forward to read ing the full Commission proposal on reform and we look forward to working out the detail al ong side the Commission because , un li ke what Mr E ll es has just said, the Commissioner has made a commitment to discuss it with Parliament between now and 1 Mar ch ||| Wir freu en uns auf die voll ständ ige F assung der Reform vorsch lä ge der Kommission, und wir sind auch g ern bereit , gemeinsam mit der Kommission an den Ein zel heiten zu arbeit en, denn das Kommissionsmitglie d hat im Gegen satz zu dem , was Herr E ll es so eben ä ußer te, zu ges ag t, die Vorschläge mit dem Parlament bis zum 1 . M är z zu disku tieren
We also need to recogn ise that people who live in g l ass h ous es should not th row st on es ||| Eben so sollten wir uns aber auch der Tatsach e bewuß t sein, daß j em and , der im G la s h aus s itz t, nicht mit St ein en wer fen darf
The European Parliament has not exact ly been c le an in its approach to things throughout its hist ory ||| Das Europäische Parlament hat sich in seiner Gesch ichte nämlich auch nicht immer kon se qu ent ver halten
We have a long way to go before we are perf ect ourselves ||| Wir haben also noch einen l angen Weg vor uns bis zur eigenen V oll kommen heit
Our own sta ff policy is out d at ed. S ome of our working prac tic es need r ad ical reform ||| So ent sp richt die Person al politik bei uns nicht gerade heu tigen An forder ungen, und bei einem Teil unserer Arbeits m et ho den besteht umfassen der Reform be d arf
I hope that the European Parliament will be h ang ing on t o the co at t ail s of the Commission in this reform process ||| Ich hoffe, daß das Europäische Parlament in diesem Reform pro zeß der Kommission nicht von der Seite w eich en wird
We recogn ise the proposals on activ ity -b ased b ud ge ting . We recogn ise that means dis cip line on the part of Commission official s and we recogn ise also that we have a responsibility within Parliament on dis cip line when we talk about ne g ative prior ities ||| Wir wür digen die Vorschläge zur m aßnah men be zogen en B u d ge tier ung, denn damit wird von den Kommissions be d ien ste ten d is zip lin iert es Ver halten geforder t, und ebenso er ken nen wir an, daß wir im Parlamen t, wenn wir über N eg ativ p unkte d ebat tieren, Verantwortung in p un c t o D is zip lin tragen
Finally, can I say that the Commission needs to work on its relations hip s with the public ||| Abschließend möchte ich b em erk en, daß die Kommission an ihrem Ver hält nis zur Öffentlichkeit arbeit en muß
European tax p ay ers need to be re - ass ure d ||| Die europäischen Steuer zahl er müssen wieder Vertrauen haben können
The f ate of the Commission, of the whole European Union, res ts on deli ver y of this reform ||| Das Sch ick s al der Kommission, ja der gesamten Europäischen Union, hä ng t von der Umsetzung dieser Reform ab
That is the key issue , deli ver y of these proposals ||| Das ist das eigen tliche Thema : die Umsetzung dieser Vorschläge
Mr President, I would like to start by ext ending my comp li ments to the rapporteur, Mr van H ult en, on his first report ||| Herr Präsident, zunächst mein Kom p li ment an den Berichterstatter , Herrn v an H ult en, zu sein em ersten Bericht
I very much ad m ire him for keep ing his spirit s up at a time when he was in und ated with so many amendments ||| Be w under ns wer t find e ich ins b esonder e, daß ihm das Her z nicht in die H o se ger ut sch t ist, als er von zahlreich en Änderungsant rä gen über hä u ft wurde
I think that the report dra wn up by the W ise M en has been use ful and I think that it is also use ful for this Parliament - as already st ated by Mrs M or gan - that we ourselves should ask for exper ti se from outside for once to see how our administration is run ||| Mein er Meinung nach war der Bericht Un abhäng iger Sach verständ iger s inn voll . Das Parlament sollte sich eben fall s, Frau M or gan hat bereits darauf hinge wie sen, durch unabhäng ige Sach verständ ige darauf hin unter s u chen lass en, wie unsere Verwal tung a r bei tet
We have sub mitted an amendment to this effect ||| Da zu haben wir einen Änderungsantrag eing eb racht
F rom the many points made by Mr van H ult en in his report, I would like to high light a few , not necess arily in order of importance but just r and om ly ||| V on den vielen P unk ten im Bericht von Herrn v an H ul ten möchte ich einige heraus g rei fen, und zwar nicht nach W ichtig keit ge ord net , sondern ganz w ah ll os
Firstly, I think that the Commission should pay much more attention to the proper st or age of docu ments ||| Zunächst sollte die Kommission der or d nungs gem äß en Auf be w ahr ung von Unter lagen weit mehr Be ach tung sch en ken
The Commission' s rec ord s le ave a great deal to be des ire d ||| Die Ar ch ive der Kommission l assen viel zu wün schen üb r ig
We no tic ed this when we had to inves tig ate the F le ch ard affair , which, as it happen s, has still not been s ort ed out ||| Das haben wir zu sp ür en bek omm en, als wir den Fl é ch ar d -F all unter s u chen soll ten, dem wir übrigen s bei w eite m noch nicht auf den Grund ge kommen sind
C ur ious ly, very important docu ments had g one mis s ing from the c ab in et s, even from those of the President and of various Dire ct or ates - G ener al , and this is clearly something which should not happen ||| S elt sam er weise waren hö ch st wichtige Dok umen te aus den K ab in et ten, selbst des Präsident en, d i ver s er Gener ald ir e ktion en versch w und en, und das darf ganz einfach nicht p ass ieren
If Parliament want to carry out proper ins pe ction s, these docu ments must be available , and I would like to know what the Commission intend s to do to improve this situation ||| Wenn das Parlament seiner Kon troll f unktion gerecht werden will , müssen ihm diese Dok umen te zur Verfügung steh en. Ich möchte g ern wissen, was die Kommission zu tun ge denk t, um hier Ab hil fe zu sch affen
